Métier,Entreprise,Poste,Niveau,Lieu,Salaire,Expérience,Compétences,Description
Data Scientist,Non spécifié,Ingénieur-e  data scientist fabrication additive f/h (H/F),Non spécifié,33 - Bordeaux,Non spécifié,Expérience exigée,"ia, r","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en"
Data Scientist,Non spécifié,Data scientist (H/F),Senior,78 - Mureaux,Non spécifié,3 An(s),"pandas, nlp, rest, machine learning, scikit-learn, python, go, pytorch, deep learning, ia, tensorflow, numpy, r, statistiques","Description du poste : Nous recherchons un(e) Data Scientist pour rejoindre notre équipe dynamique et innovante. Vous êtes passionné(e) par les données et souhaitez contribuer à des projets d'envergure dans le secteur spatial et de la défense ? Vous êtes au bon endroit ! Votre environnement de travail Au sein de la Direction Technique et en collaboration avec le Lead Data Scientist , vous évoluerez dans un environnement stimulant où l'innovation et la performance sont au cœur de nos préoccupatio"
Data Scientist,Forums Talents Handicap,Data Scientist (H/F),Non spécifié,75 - Paris 1er Arrondissement,Non spécifié,3 An(s),"pandas, rest, machine learning, scikit-learn, python, power bi, go, aws, r, ia, docker, gcp, api, sql, statistiques, azure","Implantée dans 7 départements d'Ile de France et dans l'Oise, la Banque Populaire Rives de Paris est présente à travers un réseau de 222 points de vente, et a la confiance de près de 732 000 clients dont 216 500 sociétaires.Rejoindre la Banque Populaire Rives de Paris c'est adhérer à une banque coopérative, proche et engagée dans la satisfaction de ses clients.C'est aussi intégrer une banque attentive à l'épanouissement professionnel de ses collaborateurs grâce à une politique RH qui met l'accen"
Data Scientist,FINANCIERE DES PAIEMENTS  ELECTRONIQUES,Data Scientist F/H (H/F),Non spécifié,44 - Nantes,Annuel de 45000.0 Euros à 55000.0 Euros,5 An(s),"rest, machine learning, tableau, python, google cloud, go, statistiques, bigquery, r, ia, git, sql, looker","Vous rejoignez la Direction Conformité de Nickel en tant que Data Scientist. Vous travaillez en étroite collaboration avec la Direction Conformité, l'équipe Data Central et la communauté de Data Champions de Nickel, pour contribuer à améliorer le dispositif de Conformité et les pratiques de Data et Decision Science.  A ce titre, vos missions sont les suivantes :   * Prendre part à la création de nouveaux algos (financement du terrorisme, détection de réseaux de blanchiment d'argent, blanchiment "
Data Scientist,Non spécifié,Data Scientist/IA (H/F),Non spécifié,69 - Lyon,Non spécifié,Débutant accepté,r,"Le poste  Mission :  En tant que Data Scientist (H/F), vous serez en charge des missions suivantes :"
Data Scientist,SYNERGIE,Data Scientist (H/F),Senior,59 - Villeneuve-d'Ascq,Annuel de 40000.0 Euros à 50000.0 Euros,2 An(s),"machine learning, python, dash, go, r, deep learning, git, ia, airflow, api, sql, statistiques","Cofidis Group crée, vend et gère une large gamme de services financiers pour les particuliers et les commerçants partenaires. Implanté dans 9 pays, pionnier du crédit à distance, Cofidis Group est depuis 40 ans l'un des principaux acteurs du crédit à la consommation en Europe (prêts personnels et crédits à la consommation, solutions de paiement, services bancaires, assurance, rachat de créances et partenariats). En France, Cofidis Group regroupe 3 enseignes commerciales, spécialistes dans la ven"
Data Scientist,JEMS,Data Scientist H/F,Senior,92 - Levallois-Perret,Non spécifié,Expérience exigée,"nlp, rest, python, go, java, pytorch, nosql, agile, r, ia, tensorflow, sql, statistiques","RESPONSABILITÉS :   Nous recherchons  un(e) Data Scientist capable de trouver des solutions innovantes et robustes à l'ensemble des problématiques Data.  Gourou de la donnée, vous vous amusez à faire parler les données et à les mettre au service des entreprises. Vous êtes donc à la croisée d'enjeux fonctionnels et stratégiques : Vous aurez la charge de :  • Étudier des données en possession de l'entreprise  • Définir et récupérer des données pertinentes à extraire et à traiter en lien avec la pr"
Data Scientist,Non spécifié,Ingénieur(e) Data Scientist confirmé(e) - Industrie - Toulouse (H/F),Senior,31 - Toulouse,Non spécifié,Débutant accepté,"machine learning, python, java, big data, ia, git, data mining, spark, r","Nous recrutons un.e&#xa0;Ingénieur.e Data Scientist confirmé.e&#xa0;pour rejoindre notre Business Unit&#xa0;INDUSTRIE&#xa0;au sein de l'agence&#xa0;Data &amp; Process Intelligence,&#xa0;spécialisée dans l'accompagnement de nos clients dans leurs problématiques associées à la transformation digitale. Nos offres se déclinent autour de la data intelligence &amp; de la maintenance prédictive, de la digitalisation des processus industriels et du SI Métiers.Votre mission&#xa0;:En tant que Data Scienti"
Data Scientist,Non spécifié,Data Scientist (F/H) - Tours (H/F),Non spécifié,37 - Tours,Non spécifié,Débutant accepté,"nlp, machine learning, ia, api, r","Chaque jour, au sein d'Apivia Macif Mutuelle, près de  collaborateurs, (répartis sur 6 sites tertiaires) se mobilisent pour apporter la meilleure qualité de service à nos 1,8 millions d'adhérents en assurance santé-prévoyance.Tous mobilisés autour de notre ambition "" Solidaire pour favoriser l'égalité d'accès aux soins et au bien-être, Apivia Macif Mutuelle s'engage pour une protection accessible à tous. ""Vous souhaitez participer au développement d'Apivia Macif Mutuelle, entité spécialisée en s"
Data Scientist,Non spécifié,Lead Data Scientist / IA (H/F) - Reims,Senior,51 - Reims,Non spécifié,Débutant accepté,"dash, r, scala, ia, pipeline, sql","Directement intégré a une petite équipe et en qualité de Lead Data Scientist intervenant sur des sujets IA, vos missions seront les suivantes :- Concevoir, développer et industrialiser des solutions IA/ML orientées prévision et détection d'anomalies.- Développer et évaluer des modèles de séries temporelles, de régression et de détection d'anomalies, en assurant robustesse et suivi des performances.- Construire des pipelines de traitement de données (collecte, nettoyage, enrichissement de feature"
Data Scientist,Non spécifié,Data Scientist F/H - Génie Civil Grands Projets - CDI (H/F),Alternance,78 - Vélizy-Villacoublay,Non spécifié,Débutant accepté,"ia, r","Vos missions Pour faciliter la lecture, l'écriture inclusive n'est pas utilisée dans le corps de cette annonce, les termes employés au masculin se réfèrent aussi bien aux femmes et aux hommes.A travers ses projets, Eiffage a une ambition forte : contribuer activement à bâtir un monde plus sobre et plus durable. Cet engagement en matière de responsabilité sociétale et environnementale se matérialise par une stratégie bas carbone ambitieuse qui vise à accélérer la transition écologique, présente d"
Data Scientist,Non spécifié,Data scientist (H/F),Senior,92 - Levallois-Perret,Non spécifié,6 An(s),"rest, go, deep learning, ia, git, pipeline, r","Description du poste : Concrètement votre quotidien ? BNPParibas Leasing Solutions BPLS est le métier spécialisé dans les solutions decrédit-bail et les solutions locatives pour équipements professionnels etimmobiliers. Dansune stratégie d'accélération de la transformation digitale et data de BPLS, ledépartement Data Office a été créé en Juillet 2023 afin de répondre au besoinde maîtrise de la donnée et de la transformer en valeur ajoutée pour l'ensembledes Business et Fonctions de BNPP Leasing "
Data Scientist,CHRU de Brest,"Data Scientist Junior – Projet ""TRAQUER les bactéries hautement résistantes H/F",Stage,29 - Brest,Non spécifié,Débutant accepté,"pandas, rest, python, postgresql, pipeline, etl, r, mysql, airflow, numpy, sql, oracle","RESPONSABILITÉS :   Missions principales :  •  Extraction de données structurées depuis différents systèmes d'information hospitaliers (SIH) partenaires.  • Écriture de requêtes SQL complexes pour interroger des bases relationnelles de type PostgreSQL / MySQL / Oracle.  •  Nettoyage, formatage et normalisation des données en vue de leur standardisation   • Mise en place de pipelines de transformation de données (ETL), en collaboration avec l'équipe Data Engineering.  • Participation à l'envoi sé"
Data Scientist,ISCOD,Alternance Data Engineer / Data Scientist - Bourges (H/F),Alternance,18 - Bourges,Non spécifié,Expérience souhaitée,"pandas, machine learning, python, go, pipeline, big data, r, ia, git, spark, sql","Description : L'ISCOD, spécialiste de la formation en Digital Learning, recherche pour son entreprise partenaire, acteur du secteur de la santé basé à Saint-Doulchard (Bourges), un(e) alternant(e) en Data Engineering / Data Science, afin de préparer l'une de nos formations diplômantes reconnues par l'État.Optez pour l'alternance nouvelle génération avec l'ISCOD ! Missions : Rattaché(e) à l'équipe en charge de la transformation digitale, vous participerez à des projets stratégiques autour de la v"
Data Scientist,AER Holding,DATA SCIENTIST - F/H,Non spécifié,28 - Senonches,Annuel de 45000.0 Euros à 50000.0 Euros,2 An(s),"pandas, rest, machine learning, tableau, scikit-learn, python, power bi, pytorch, matplotlib, statistiques, r, deep learning, ia, tensorflow, sql, seaborn","Pourquoi rejoindre Eurofeu ?  Le groupe Eurofeu entretient la flamme depuis plus de 50 ans dans le secteur de la sécurité incendie.  Ce qui nous différencie sur notre marché :      Nous sommes fabricant français d'extincteurs     Notre proximité avec un réseau d'agences au plus près de nos clients (Entrepreneurs individuels, TPE/TPI, PME/PMI, Grands Comptes & Collectivités)     Notre diversité d'intervention à travers la vente, l'installation et la maintenance de nos produits (extincteurs, systè"
Data Scientist,Non spécifié,Data scientist (h/f),Senior,France,Non spécifié,Expérience exigée,"ia, r, machine learning","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en"
